// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\sverma\source\repos\PerformanceBenchmark\PerformanceBenchmark\bin\Release\netcoreapp2.2\8f6beba7-3f9d-4eca-9d6d-50e8bc324e1b
// command took 3.08s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\sverma\source\repos\PerformanceBenchmark\PerformanceBenchmark\bin\Release\netcoreapp2.2\8f6beba7-3f9d-4eca-9d6d-50e8bc324e1b
// command took 4.48s and exited with 0
// ***** Done, took 00:00:08 (8.13 sec)   *****
// Found 6 benchmarks:
//   ForEachVsFor.StringBuilder: Core(Runtime=Core) [N=10]
//   ForEachVsFor.String: Core(Runtime=Core) [N=10]
//   ForEachVsFor.StringBuilder: Core(Runtime=Core) [N=100]
//   ForEachVsFor.String: Core(Runtime=Core) [N=100]
//   ForEachVsFor.StringBuilder: Core(Runtime=Core) [N=1000]
//   ForEachVsFor.String: Core(Runtime=Core) [N=1000]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: ForEachVsFor.StringBuilder: Core(Runtime=Core) [N=10]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "8f6beba7-3f9d-4eca-9d6d-50e8bc324e1b.dll" --benchmarkName "PerformanceBenchmark.ForEachVsFor.StringBuilder(N: 10)" --job "Core" --benchmarkId 0 in C:\Users\sverma\source\repos\PerformanceBenchmark\PerformanceBenchmark\bin\Release\netcoreapp2.2\8f6beba7-3f9d-4eca-9d6d-50e8bc324e1b\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadActual  16: 4194304 op, 10272814.89 ns, 2.4492 ns/op
OverheadActual  17: 4194304 op, 8679926.88 ns, 2.0695 ns/op
OverheadActual  18: 4194304 op, 8028622.39 ns, 1.9142 ns/op
OverheadActual  19: 4194304 op, 8262741.92 ns, 1.9700 ns/op
OverheadActual  20: 4194304 op, 7668326.29 ns, 1.8283 ns/op

WorkloadWarmup   1: 4194304 op, 841969681.89 ns, 200.7412 ns/op
WorkloadWarmup   2: 4194304 op, 909008095.36 ns, 216.7244 ns/op
WorkloadWarmup   3: 4194304 op, 929323252.34 ns, 221.5679 ns/op
WorkloadWarmup   4: 4194304 op, 1072068701.32 ns, 255.6011 ns/op
WorkloadWarmup   5: 4194304 op, 1141229871.46 ns, 272.0904 ns/op
WorkloadWarmup   6: 4194304 op, 1053938659.95 ns, 251.2786 ns/op
WorkloadWarmup   7: 4194304 op, 1307205302.04 ns, 311.6620 ns/op
WorkloadWarmup   8: 4194304 op, 1034705849.96 ns, 246.6931 ns/op

// BeforeActualRun
WorkloadActual   1: 4194304 op, 1288232138.63 ns, 307.1385 ns/op
WorkloadActual   2: 4194304 op, 1258754228.83 ns, 300.1104 ns/op
WorkloadActual   3: 4194304 op, 1252297343.47 ns, 298.5710 ns/op
WorkloadActual   4: 4194304 op, 1325797747.71 ns, 316.0948 ns/op
WorkloadActual   5: 4194304 op, 1509666912.09 ns, 359.9326 ns/op
WorkloadActual   6: 4194304 op, 1559718896.11 ns, 371.8660 ns/op
WorkloadActual   7: 4194304 op, 1454159067.81 ns, 346.6985 ns/op
WorkloadActual   8: 4194304 op, 1511340027.98 ns, 360.3315 ns/op
WorkloadActual   9: 4194304 op, 1348991262.09 ns, 321.6246 ns/op
WorkloadActual  10: 4194304 op, 1756408110.45 ns, 418.7603 ns/op
WorkloadActual  11: 4194304 op, 1529236679.16 ns, 364.5984 ns/op
WorkloadActual  12: 4194304 op, 1698593714.73 ns, 404.9763 ns/op
WorkloadActual  13: 4194304 op, 1390725074.02 ns, 331.5747 ns/op
WorkloadActual  14: 4194304 op, 1603372342.31 ns, 382.2738 ns/op
WorkloadActual  15: 4194304 op, 1333825276.08 ns, 318.0087 ns/op
WorkloadActual  16: 4194304 op, 1159496300.22 ns, 276.4455 ns/op
WorkloadActual  17: 4194304 op, 1409325177.81 ns, 336.0093 ns/op
WorkloadActual  18: 4194304 op, 1080519614.07 ns, 257.6160 ns/op
WorkloadActual  19: 4194304 op, 1113031596.29 ns, 265.3674 ns/op
WorkloadActual  20: 4194304 op, 943560783.01 ns, 224.9624 ns/op
WorkloadActual  21: 4194304 op, 1434199830.87 ns, 341.9399 ns/op
WorkloadActual  22: 4194304 op, 957462815.29 ns, 228.2769 ns/op
WorkloadActual  23: 4194304 op, 1044088135.43 ns, 248.9300 ns/op
WorkloadActual  24: 4194304 op, 1083187190.96 ns, 258.2520 ns/op
WorkloadActual  25: 4194304 op, 996861631.35 ns, 237.6703 ns/op
WorkloadActual  26: 4194304 op, 1143480992.74 ns, 272.6271 ns/op
WorkloadActual  27: 4194304 op, 954851762.59 ns, 227.6544 ns/op
WorkloadActual  28: 4194304 op, 1297308099.48 ns, 309.3024 ns/op
WorkloadActual  29: 4194304 op, 1152861819.52 ns, 274.8637 ns/op
WorkloadActual  30: 4194304 op, 1075358408.92 ns, 256.3854 ns/op
WorkloadActual  31: 4194304 op, 1066122721.67 ns, 254.1835 ns/op
WorkloadActual  32: 4194304 op, 976929380.14 ns, 232.9181 ns/op
WorkloadActual  33: 4194304 op, 1135121977.37 ns, 270.6342 ns/op
WorkloadActual  34: 4194304 op, 850251386.76 ns, 202.7157 ns/op
WorkloadActual  35: 4194304 op, 1112943710.30 ns, 265.3465 ns/op
WorkloadActual  36: 4194304 op, 1052772073.70 ns, 251.0004 ns/op
WorkloadActual  37: 4194304 op, 915241436.68 ns, 218.2106 ns/op
WorkloadActual  38: 4194304 op, 1250232934.35 ns, 298.0788 ns/op
WorkloadActual  39: 4194304 op, 906865281.71 ns, 216.2135 ns/op
WorkloadActual  40: 4194304 op, 1234205228.01 ns, 294.2575 ns/op
WorkloadActual  41: 4194304 op, 872237836.27 ns, 207.9577 ns/op
WorkloadActual  42: 4194304 op, 1015009176.98 ns, 241.9970 ns/op
WorkloadActual  43: 4194304 op, 1131418731.53 ns, 269.7512 ns/op
WorkloadActual  44: 4194304 op, 989401897.54 ns, 235.8918 ns/op
WorkloadActual  45: 4194304 op, 1229934187.61 ns, 293.2392 ns/op
WorkloadActual  46: 4194304 op, 904724656.11 ns, 215.7032 ns/op
WorkloadActual  47: 4194304 op, 1214071677.77 ns, 289.4572 ns/op
WorkloadActual  48: 4194304 op, 1070598343.15 ns, 255.2505 ns/op
WorkloadActual  49: 4194304 op, 1043388329.54 ns, 248.7632 ns/op
WorkloadActual  50: 4194304 op, 1193238686.32 ns, 284.4903 ns/op
WorkloadActual  51: 4194304 op, 904577328.55 ns, 215.6680 ns/op
WorkloadActual  52: 4194304 op, 1275150618.72 ns, 304.0196 ns/op
WorkloadActual  53: 4194304 op, 1029336417.00 ns, 245.4129 ns/op
WorkloadActual  54: 4194304 op, 1117951023.80 ns, 266.5403 ns/op
WorkloadActual  55: 4194304 op, 1097444413.93 ns, 261.6511 ns/op
WorkloadActual  56: 4194304 op, 1078765176.29 ns, 257.1977 ns/op
WorkloadActual  57: 4194304 op, 1493078339.97 ns, 355.9776 ns/op
WorkloadActual  58: 4194304 op, 1396659748.84 ns, 332.9896 ns/op
WorkloadActual  59: 4194304 op, 1274616738.67 ns, 303.8923 ns/op
WorkloadActual  60: 4194304 op, 912780628.91 ns, 217.6239 ns/op
WorkloadActual  61: 4194304 op, 1136688973.66 ns, 271.0078 ns/op
WorkloadActual  62: 4194304 op, 1022934961.81 ns, 243.8867 ns/op
WorkloadActual  63: 4194304 op, 1002819645.18 ns, 239.0908 ns/op
WorkloadActual  64: 4194304 op, 1139045849.87 ns, 271.5697 ns/op
WorkloadActual  65: 4194304 op, 827885678.19 ns, 197.3833 ns/op
WorkloadActual  66: 4194304 op, 1032870090.28 ns, 246.2554 ns/op
WorkloadActual  67: 4194304 op, 1019201083.51 ns, 242.9965 ns/op
WorkloadActual  68: 4194304 op, 900619906.21 ns, 214.7245 ns/op
WorkloadActual  69: 4194304 op, 1215825750.89 ns, 289.8754 ns/op
WorkloadActual  70: 4194304 op, 961990949.57 ns, 229.3565 ns/op
WorkloadActual  71: 4194304 op, 1106842744.97 ns, 263.8919 ns/op
WorkloadActual  72: 4194304 op, 1047985022.18 ns, 249.8591 ns/op
WorkloadActual  73: 4194304 op, 1050936678.69 ns, 250.5628 ns/op
WorkloadActual  74: 4194304 op, 1154115927.09 ns, 275.1627 ns/op
WorkloadActual  75: 4194304 op, 1083344364.67 ns, 258.2894 ns/op
WorkloadActual  76: 4194304 op, 1463052692.58 ns, 348.8189 ns/op
WorkloadActual  77: 4194304 op, 1381816497.70 ns, 329.4507 ns/op
WorkloadActual  78: 4194304 op, 1445141819.18 ns, 344.5487 ns/op
WorkloadActual  79: 4194304 op, 933575329.78 ns, 222.5817 ns/op
WorkloadActual  80: 4194304 op, 1152058811.41 ns, 274.6722 ns/op
WorkloadActual  81: 4194304 op, 1213046584.32 ns, 289.2128 ns/op
WorkloadActual  82: 4194304 op, 1151261638.06 ns, 274.4822 ns/op
WorkloadActual  83: 4194304 op, 1207032046.30 ns, 287.7789 ns/op
WorkloadActual  84: 4194304 op, 988954080.12 ns, 235.7850 ns/op
WorkloadActual  85: 4194304 op, 1576714442.37 ns, 375.9180 ns/op
WorkloadActual  86: 4194304 op, 936767669.92 ns, 223.3428 ns/op
WorkloadActual  87: 4194304 op, 1109563928.67 ns, 264.5407 ns/op
WorkloadActual  88: 4194304 op, 1249078382.27 ns, 297.8035 ns/op
WorkloadActual  89: 4194304 op, 1086778847.12 ns, 259.1083 ns/op
WorkloadActual  90: 4194304 op, 1050598992.26 ns, 250.4823 ns/op
WorkloadActual  91: 4194304 op, 972952265.51 ns, 231.9699 ns/op
WorkloadActual  92: 4194304 op, 1174498183.75 ns, 280.0222 ns/op
WorkloadActual  93: 4194304 op, 1032311412.52 ns, 246.1222 ns/op
WorkloadActual  94: 4194304 op, 1172134378.78 ns, 279.4586 ns/op
WorkloadActual  95: 4194304 op, 975161814.16 ns, 232.4967 ns/op
WorkloadActual  96: 4194304 op, 1100774235.47 ns, 262.4450 ns/op
WorkloadActual  97: 4194304 op, 1166988854.52 ns, 278.2318 ns/op
WorkloadActual  98: 4194304 op, 1047998150.38 ns, 249.8622 ns/op
WorkloadActual  99: 4194304 op, 1502164146.96 ns, 358.1438 ns/op
WorkloadActual  100: 4194304 op, 981746699.44 ns, 234.0667 ns/op

// AfterActualRun
WorkloadResult   1: 4194304 op, 1280216462.10 ns, 305.2274 ns/op
WorkloadResult   2: 4194304 op, 1250738552.30 ns, 298.1993 ns/op
WorkloadResult   3: 4194304 op, 1244281666.95 ns, 296.6599 ns/op
WorkloadResult   4: 4194304 op, 1317782071.18 ns, 314.1837 ns/op
WorkloadResult   5: 4194304 op, 1501651235.56 ns, 358.0216 ns/op
WorkloadResult   6: 4194304 op, 1551703219.58 ns, 369.9549 ns/op
WorkloadResult   7: 4194304 op, 1446143391.28 ns, 344.7875 ns/op
WorkloadResult   8: 4194304 op, 1503324351.46 ns, 358.4205 ns/op
WorkloadResult   9: 4194304 op, 1340975585.56 ns, 319.7135 ns/op
WorkloadResult  10: 4194304 op, 1521221002.64 ns, 362.6873 ns/op
WorkloadResult  11: 4194304 op, 1382709397.49 ns, 329.6636 ns/op
WorkloadResult  12: 4194304 op, 1595356665.79 ns, 380.3627 ns/op
WorkloadResult  13: 4194304 op, 1325809599.56 ns, 316.0976 ns/op
WorkloadResult  14: 4194304 op, 1151480623.69 ns, 274.5344 ns/op
WorkloadResult  15: 4194304 op, 1401309501.28 ns, 334.0982 ns/op
WorkloadResult  16: 4194304 op, 1072503937.55 ns, 255.7049 ns/op
WorkloadResult  17: 4194304 op, 1105015919.76 ns, 263.4563 ns/op
WorkloadResult  18: 4194304 op, 935545106.48 ns, 223.0513 ns/op
WorkloadResult  19: 4194304 op, 1426184154.34 ns, 340.0288 ns/op
WorkloadResult  20: 4194304 op, 949447138.76 ns, 226.3658 ns/op
WorkloadResult  21: 4194304 op, 1036072458.90 ns, 247.0189 ns/op
WorkloadResult  22: 4194304 op, 1075171514.44 ns, 256.3409 ns/op
WorkloadResult  23: 4194304 op, 988845954.82 ns, 235.7592 ns/op
WorkloadResult  24: 4194304 op, 1135465316.21 ns, 270.7160 ns/op
WorkloadResult  25: 4194304 op, 946836086.06 ns, 225.7433 ns/op
WorkloadResult  26: 4194304 op, 1289292422.95 ns, 307.3913 ns/op
WorkloadResult  27: 4194304 op, 1144846142.99 ns, 272.9526 ns/op
WorkloadResult  28: 4194304 op, 1067342732.39 ns, 254.4743 ns/op
WorkloadResult  29: 4194304 op, 1058107045.14 ns, 252.2724 ns/op
WorkloadResult  30: 4194304 op, 968913703.61 ns, 231.0070 ns/op
WorkloadResult  31: 4194304 op, 1127106300.84 ns, 268.7231 ns/op
WorkloadResult  32: 4194304 op, 842235710.23 ns, 200.8046 ns/op
WorkloadResult  33: 4194304 op, 1104928033.77 ns, 263.4354 ns/op
WorkloadResult  34: 4194304 op, 1044756397.17 ns, 249.0893 ns/op
WorkloadResult  35: 4194304 op, 907225760.15 ns, 216.2995 ns/op
WorkloadResult  36: 4194304 op, 1242217257.82 ns, 296.1677 ns/op
WorkloadResult  37: 4194304 op, 898849605.19 ns, 214.3024 ns/op
WorkloadResult  38: 4194304 op, 1226189551.49 ns, 292.3464 ns/op
WorkloadResult  39: 4194304 op, 864222159.74 ns, 206.0466 ns/op
WorkloadResult  40: 4194304 op, 1006993500.45 ns, 240.0860 ns/op
WorkloadResult  41: 4194304 op, 1123403055.00 ns, 267.8402 ns/op
WorkloadResult  42: 4194304 op, 981386221.01 ns, 233.9807 ns/op
WorkloadResult  43: 4194304 op, 1221918511.09 ns, 291.3281 ns/op
WorkloadResult  44: 4194304 op, 896708979.58 ns, 213.7921 ns/op
WorkloadResult  45: 4194304 op, 1206056001.25 ns, 287.5462 ns/op
WorkloadResult  46: 4194304 op, 1062582666.62 ns, 253.3394 ns/op
WorkloadResult  47: 4194304 op, 1035372653.02 ns, 246.8521 ns/op
WorkloadResult  48: 4194304 op, 1185223009.79 ns, 282.5792 ns/op
WorkloadResult  49: 4194304 op, 896561652.02 ns, 213.7570 ns/op
WorkloadResult  50: 4194304 op, 1267134942.19 ns, 302.1085 ns/op
WorkloadResult  51: 4194304 op, 1021320740.47 ns, 243.5018 ns/op
WorkloadResult  52: 4194304 op, 1109935347.27 ns, 264.6292 ns/op
WorkloadResult  53: 4194304 op, 1089428737.41 ns, 259.7401 ns/op
WorkloadResult  54: 4194304 op, 1070749499.76 ns, 255.2866 ns/op
WorkloadResult  55: 4194304 op, 1485062663.44 ns, 354.0665 ns/op
WorkloadResult  56: 4194304 op, 1388644072.31 ns, 331.0785 ns/op
WorkloadResult  57: 4194304 op, 1266601062.14 ns, 301.9812 ns/op
WorkloadResult  58: 4194304 op, 904764952.38 ns, 215.7128 ns/op
WorkloadResult  59: 4194304 op, 1128673297.14 ns, 269.0967 ns/op
WorkloadResult  60: 4194304 op, 1014919285.29 ns, 241.9756 ns/op
WorkloadResult  61: 4194304 op, 994803968.65 ns, 237.1797 ns/op
WorkloadResult  62: 4194304 op, 1131030173.34 ns, 269.6586 ns/op
WorkloadResult  63: 4194304 op, 819870001.67 ns, 195.4722 ns/op
WorkloadResult  64: 4194304 op, 1024854413.75 ns, 244.3443 ns/op
WorkloadResult  65: 4194304 op, 1011185406.99 ns, 241.0854 ns/op
WorkloadResult  66: 4194304 op, 892604229.69 ns, 212.8134 ns/op
WorkloadResult  67: 4194304 op, 1207810074.36 ns, 287.9644 ns/op
WorkloadResult  68: 4194304 op, 953975273.04 ns, 227.4454 ns/op
WorkloadResult  69: 4194304 op, 1098827068.45 ns, 261.9808 ns/op
WorkloadResult  70: 4194304 op, 1039969345.66 ns, 247.9480 ns/op
WorkloadResult  71: 4194304 op, 1042921002.16 ns, 248.6517 ns/op
WorkloadResult  72: 4194304 op, 1146100250.57 ns, 273.2516 ns/op
WorkloadResult  73: 4194304 op, 1075328688.14 ns, 256.3783 ns/op
WorkloadResult  74: 4194304 op, 1455037016.05 ns, 346.9079 ns/op
WorkloadResult  75: 4194304 op, 1373800821.17 ns, 327.5396 ns/op
WorkloadResult  76: 4194304 op, 1437126142.65 ns, 342.6376 ns/op
WorkloadResult  77: 4194304 op, 925559653.26 ns, 220.6706 ns/op
WorkloadResult  78: 4194304 op, 1144043134.88 ns, 272.7611 ns/op
WorkloadResult  79: 4194304 op, 1205030907.79 ns, 287.3018 ns/op
WorkloadResult  80: 4194304 op, 1143245961.53 ns, 272.5711 ns/op
WorkloadResult  81: 4194304 op, 1199016369.77 ns, 285.8678 ns/op
WorkloadResult  82: 4194304 op, 980938403.59 ns, 233.8739 ns/op
WorkloadResult  83: 4194304 op, 1568698765.84 ns, 374.0069 ns/op
WorkloadResult  84: 4194304 op, 928751993.39 ns, 221.4317 ns/op
WorkloadResult  85: 4194304 op, 1101548252.14 ns, 262.6296 ns/op
WorkloadResult  86: 4194304 op, 1241062705.74 ns, 295.8924 ns/op
WorkloadResult  87: 4194304 op, 1078763170.59 ns, 257.1972 ns/op
WorkloadResult  88: 4194304 op, 1042583315.74 ns, 248.5712 ns/op
WorkloadResult  89: 4194304 op, 964936588.98 ns, 230.0588 ns/op
WorkloadResult  90: 4194304 op, 1166482507.22 ns, 278.1111 ns/op
WorkloadResult  91: 4194304 op, 1024295736.00 ns, 244.2111 ns/op
WorkloadResult  92: 4194304 op, 1164118702.25 ns, 277.5475 ns/op
WorkloadResult  93: 4194304 op, 967146137.63 ns, 230.5856 ns/op
WorkloadResult  94: 4194304 op, 1092758558.95 ns, 260.5339 ns/op
WorkloadResult  95: 4194304 op, 1158973178.00 ns, 276.3207 ns/op
WorkloadResult  96: 4194304 op, 1039982473.86 ns, 247.9511 ns/op
WorkloadResult  97: 4194304 op, 1494148470.44 ns, 356.2328 ns/op
WorkloadResult  98: 4194304 op, 973731022.92 ns, 232.1556 ns/op
GC:  0 0 0 0 0

// AfterAll

Mean = 272.3483 ns, StdErr = 4.4808 ns (1.65%); N = 98, StdDev = 44.3577 ns
Min = 195.4722 ns, Q1 = 241.0854 ns, Median = 263.4458 ns, Q3 = 296.6599 ns, Max = 380.3627 ns
IQR = 55.5745 ns, LowerFence = 157.7237 ns, UpperFence = 380.0216 ns
ConfidenceInterval = [257.1419 ns; 287.5546 ns] (CI 99.9%), Margin = 15.2064 ns (5.58% of Mean)
Skewness = 0.63, Kurtosis = 2.58, MValue = 2.5

// **************************
// Benchmark: ForEachVsFor.StringBuilder: Core(Runtime=Core) [N=100]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "8f6beba7-3f9d-4eca-9d6d-50e8bc324e1b.dll" --benchmarkName "PerformanceBenchmark.ForEachVsFor.StringBuilder(N: 100)" --job "Core" --benchmarkId 2 in C:\Users\sverma\source\repos\PerformanceBenchmark\PerformanceBenchmark\bin\Release\netcoreapp2.2\8f6beba7-3f9d-4eca-9d6d-50e8bc324e1b\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadJitting  1: 1 op, 378894.38 ns, 378.8944 us/op
WorkloadJitting  1: 1 op, 763623.51 ns, 763.6235 us/op

OverheadJitting  2: 16 op, 366130.85 ns, 22.8832 us/op
WorkloadJitting  2: 16 op, 392751.92 ns, 24.5470 us/op

WorkloadPilot    1: 16 op, 19692.30 ns, 1.2308 us/op
WorkloadPilot    2: 32 op, 32091.15 ns, 1.0028 us/op
WorkloadPilot    3: 64 op, 71840.42 ns, 1.1225 us/op
WorkloadPilot    4: 128 op, 135293.37 ns, 1.0570 us/op
WorkloadPilot    5: 256 op, 221720.68 ns, 866.0964 ns/op
WorkloadPilot    6: 512 op, 511999.72 ns, 999.9995 ns/op
WorkloadPilot    7: 1024 op, 757788.76 ns, 740.0281 ns/op
WorkloadPilot    8: 2048 op, 2164693.97 ns, 1.0570 us/op
WorkloadPilot    9: 4096 op, 2968796.10 ns, 724.8037 ns/op
WorkloadPilot   10: 8192 op, 5120726.54 ns, 625.0887 ns/op
WorkloadPilot   11: 16384 op, 9696997.54 ns, 591.8578 ns/op
WorkloadPilot   12: 32768 op, 22596910.72 ns, 689.6030 ns/op
WorkloadPilot   13: 65536 op, 57490202.17 ns, 877.2309 ns/op
WorkloadPilot   14: 131072 op, 91160018.51 ns, 695.4957 ns/op
WorkloadPilot   15: 262144 op, 205471249.43 ns, 783.8106 ns/op
WorkloadPilot   16: 524288 op, 436650063.14 ns, 832.8439 ns/op
WorkloadPilot   17: 1048576 op, 683975466.32 ns, 652.2898 ns/op

OverheadWarmup   1: 1048576 op, 2112181.18 ns, 2.0143 ns/op
OverheadWarmup   2: 1048576 op, 1853628.62 ns, 1.7678 ns/op
OverheadWarmup   3: 1048576 op, 2030494.62 ns, 1.9364 ns/op
OverheadWarmup   4: 1048576 op, 2060762.41 ns, 1.9653 ns/op
OverheadWarmup   5: 1048576 op, 2058939.04 ns, 1.9636 ns/op
OverheadWarmup   6: 1048576 op, 2046904.86 ns, 1.9521 ns/op
OverheadWarmup   7: 1048576 op, 2736499.93 ns, 2.6097 ns/op
OverheadWarmup   8: 1048576 op, 2223406.19 ns, 2.1204 ns/op

OverheadActual   1: 1048576 op, 2204807.91 ns, 2.1027 ns/op
OverheadActual   2: 1048576 op, 2224500.21 ns, 2.1214 ns/op
OverheadActual   3: 1048576 op, 1949537.40 ns, 1.8592 ns/op
OverheadActual   4: 1048576 op, 1835759.68 ns, 1.7507 ns/op
OverheadActual   5: 1048576 op, 1928021.74 ns, 1.8387 ns/op
OverheadActual   6: 1048576 op, 2178186.84 ns, 2.0773 ns/op
OverheadActual   7: 1048576 op, 2073161.26 ns, 1.9771 ns/op
OverheadActual   8: 1048576 op, 2077902.00 ns, 1.9816 ns/op
OverheadActual   9: 1048576 op, 2457890.39 ns, 2.3440 ns/op
OverheadActual  10: 1048576 op, 2184021.60 ns, 2.0828 ns/op
OverheadActual  11: 1048576 op, 2148648.40 ns, 2.0491 ns/op
OverheadActual  12: 1048576 op, 2153753.81 ns, 2.0540 ns/op
OverheadActual  13: 1048576 op, 2177822.17 ns, 2.0769 ns/op
OverheadActual  14: 1048576 op, 2141354.95 ns, 2.0422 ns/op
OverheadActual  15: 1048576 op, 2256591.36 ns, 2.1521 ns/op
OverheadActual  16: 1048576 op, 2084830.77 ns, 1.9882 ns/op
OverheadActual  17: 1048576 op, 2076078.64 ns, 1.9799 ns/op
OverheadActual  18: 1048576 op, 2202255.21 ns, 2.1002 ns/op
OverheadActual  19: 1048576 op, 2081548.72 ns, 1.9851 ns/op

WorkloadWarmup   1: 1048576 op, 642956047.16 ns, 613.1707 ns/op
WorkloadWarmup   2: 1048576 op, 770421732.42 ns, 734.7314 ns/op
WorkloadWarmup   3: 1048576 op, 869462681.09 ns, 829.1842 ns/op
WorkloadWarmup   4: 1048576 op, 645986472.85 ns, 616.0607 ns/op
WorkloadWarmup   5: 1048576 op, 628805673.13 ns, 599.6758 ns/op
WorkloadWarmup   6: 1048576 op, 869833917.36 ns, 829.5383 ns/op
WorkloadWarmup   7: 1048576 op, 806584447.68 ns, 769.2189 ns/op

// BeforeActualRun
WorkloadActual   1: 1048576 op, 602135739.00 ns, 574.2414 ns/op
WorkloadActual   2: 1048576 op, 692036179.85 ns, 659.9771 ns/op
WorkloadActual   3: 1048576 op, 810075818.99 ns, 772.5485 ns/op
WorkloadActual   4: 1048576 op, 603185630.17 ns, 575.2426 ns/op
WorkloadActual   5: 1048576 op, 672142219.23 ns, 641.0048 ns/op
WorkloadActual   6: 1048576 op, 752044808.00 ns, 717.2058 ns/op
WorkloadActual   7: 1048576 op, 935573003.90 ns, 892.2319 ns/op
WorkloadActual   8: 1048576 op, 716414514.10 ns, 683.2261 ns/op
WorkloadActual   9: 1048576 op, 850245552.00 ns, 810.8573 ns/op
WorkloadActual  10: 1048576 op, 802094239.31 ns, 764.9367 ns/op
WorkloadActual  11: 1048576 op, 642053848.22 ns, 612.3103 ns/op
WorkloadActual  12: 1048576 op, 599042589.70 ns, 571.2915 ns/op
WorkloadActual  13: 1048576 op, 737650468.29 ns, 703.4783 ns/op
WorkloadActual  14: 1048576 op, 665376821.22 ns, 634.5528 ns/op
WorkloadActual  15: 1048576 op, 738695983.39 ns, 704.4754 ns/op
WorkloadActual  16: 1048576 op, 852960536.27 ns, 813.4466 ns/op
WorkloadActual  17: 1048576 op, 879477672.76 ns, 838.7353 ns/op
WorkloadActual  18: 1048576 op, 640999216.32 ns, 611.3045 ns/op
WorkloadActual  19: 1048576 op, 714556144.74 ns, 681.4538 ns/op
WorkloadActual  20: 1048576 op, 820436884.55 ns, 782.4296 ns/op
WorkloadActual  21: 1048576 op, 774802174.47 ns, 738.9089 ns/op
WorkloadActual  22: 1048576 op, 796026823.83 ns, 759.1503 ns/op
WorkloadActual  23: 1048576 op, 771802745.91 ns, 736.0485 ns/op
WorkloadActual  24: 1048576 op, 659384892.87 ns, 628.8384 ns/op
WorkloadActual  25: 1048576 op, 613363265.62 ns, 584.9488 ns/op
WorkloadActual  26: 1048576 op, 737856508.07 ns, 703.6748 ns/op
WorkloadActual  27: 1048576 op, 840762617.02 ns, 801.8137 ns/op
WorkloadActual  28: 1048576 op, 1022234426.58 ns, 974.8787 ns/op
WorkloadActual  29: 1048576 op, 947747948.81 ns, 903.8429 ns/op
WorkloadActual  30: 1048576 op, 899078436.97 ns, 857.4280 ns/op
WorkloadActual  31: 1048576 op, 754352088.79 ns, 719.4062 ns/op
WorkloadActual  32: 1048576 op, 643617562.47 ns, 613.8015 ns/op
WorkloadActual  33: 1048576 op, 882358218.20 ns, 841.4824 ns/op
WorkloadActual  34: 1048576 op, 738100838.42 ns, 703.9078 ns/op
WorkloadActual  35: 1048576 op, 771967213.05 ns, 736.2053 ns/op
WorkloadActual  36: 1048576 op, 801303265.38 ns, 764.1823 ns/op
WorkloadActual  37: 1048576 op, 867109451.61 ns, 826.9400 ns/op
WorkloadActual  38: 1048576 op, 669176705.18 ns, 638.1766 ns/op
WorkloadActual  39: 1048576 op, 622501950.08 ns, 593.6641 ns/op
WorkloadActual  40: 1048576 op, 748348490.93 ns, 713.6807 ns/op
WorkloadActual  41: 1048576 op, 755409638.07 ns, 720.4148 ns/op
WorkloadActual  42: 1048576 op, 580286770.90 ns, 553.4046 ns/op
WorkloadActual  43: 1048576 op, 792624432.52 ns, 755.9056 ns/op
WorkloadActual  44: 1048576 op, 753514801.50 ns, 718.6077 ns/op
WorkloadActual  45: 1048576 op, 587199861.13 ns, 559.9974 ns/op
WorkloadActual  46: 1048576 op, 698283378.72 ns, 665.9349 ns/op
WorkloadActual  47: 1048576 op, 754853148.34 ns, 719.8841 ns/op
WorkloadActual  48: 1048576 op, 738334957.95 ns, 704.1311 ns/op
WorkloadActual  49: 1048576 op, 734116430.34 ns, 700.1080 ns/op
WorkloadActual  50: 1048576 op, 835587918.99 ns, 796.8787 ns/op
WorkloadActual  51: 1048576 op, 732363086.57 ns, 698.4359 ns/op
WorkloadActual  52: 1048576 op, 577667330.73 ns, 550.9065 ns/op
